seed:  666
save trained model at:  ../trained_models/trained_classifier_model_22.pt
save loss at:  ./results/train_classifier_results_22.json
how to merge clusters:  [[0, 9, 12, 25], 2, [3, 8, 13, 27], 4, 6, [7, 19, 21], [10, 16, 28], 15, 17, 18, [20, 23], 24, 26, 29]
features to use:  ['x', 'y', 'z', 'r', 'theta', 'phi', 'sasa', 'charge', 'hydrophobicity', 'binding_probability', 'sequence_entropy']
number of epochs:  200
batch size:  256
number of workers to load data:  36
device:  cuda
number of classes after merging:  14
number of pockets in training set:  14780
number of pockets in validation set:  3162
number of pockets in test set:  3183
first 5 pockets in train set of cluster 0 before merging (to verify reproducibility):
['4gi7C01', '6djqD00', '8icoC00', '1ofhB00', '2zceA00']
first 5 pockets in val set of cluster 0 before merging (to verify reproducibility):
['1w46A00', '4j97A00', '4iqlB01', '2wtkB00', '6o7zA00']
first 5 pockets in test set of cluster 0 before merging (to verify reproducibility):
['1tlzA00', '5t5iH01', '5t48A00', '4q5hA00', '5gjcA00']
model architecture:
MoNet(
  (embedding_net): JKEmbeddingNet(
    (conv0): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=11, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn0): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv1): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=96, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn1): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv2): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=96, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn2): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (set2set): Set2Set(96, 192)
  )
  (fc1): Linear(in_features=192, out_features=96, bias=True)
  (fc2): Linear(in_features=96, out_features=14, bias=True)
)
optimizer:
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.003
    weight_decay: 0.0005
)
learning rate scheduler: 
<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x2ad2a5919970>
initial gamma of FocalLoss:  0
increase gamma of FocalLoss at epochs:  [25, 100, 170]
loss function:
FocalLoss(gamma=0, alpha=tensor([1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.],
       device='cuda:0'), reduction=mean)
begin training...
epoch: 1, train loss: 1.9468772667831917, acc: 0.4141407307171854, val loss: 1.789108341815425, acc: 0.4405439595192916, test loss: 1.7747866830996586, acc: 0.44234998429154887
epoch: 22, train loss: 0.9739418803435701, acc: 0.7051420838971583, val loss: 1.0384672267161013, acc: 0.6856419987349779, test loss: 1.0454637387096226, acc: 0.6811184417216463
epoch: 23, train loss: 1.0179831483689954, acc: 0.6987821380243573, val loss: 1.0209148580103566, acc: 0.6881720430107527, test loss: 1.0197452842683639, acc: 0.6908576814326107
epoch: 24, train loss: 0.9412105858890549, acc: 0.7141407307171854, val loss: 1.0174584189673754, acc: 0.687539531941809, test loss: 1.0267076273590672, acc: 0.684574300973924
epoch 25, gamma increased to 1.
epoch: 25, train loss: 0.7344730293960468, acc: 0.7158998646820027, val loss: 0.8465822512103666, acc: 0.6739405439595193, test loss: 0.8596362117098594, acc: 0.6732642161482878
epoch: 26, train loss: 0.7194495714888359, acc: 0.7239512855209743, val loss: 0.7973938329094652, acc: 0.6894370651486401, test loss: 0.8139738925702535, acc: 0.6918001885014138
epoch: 27, train loss: 0.7043208989948639, acc: 0.7284844384303112, val loss: 0.7998068239174637, acc: 0.6951296647691335, test loss: 0.8319528675888306, acc: 0.6886584982720704
epoch: 28, train loss: 0.7114916232990477, acc: 0.7221244925575101, val loss: 0.8870405901993927, acc: 0.6543327008222644, test loss: 0.9140412309354782, acc: 0.6478165252906063
epoch: 29, train loss: 0.685604783114303, acc: 0.7343707713125845, val loss: 0.8308217180144704, acc: 0.687539531941809, test loss: 0.8779289131452181, acc: 0.6710650329877474
epoch: 30, train loss: 0.7002302339983567, acc: 0.7285520974289581, val loss: 0.8986861200592021, acc: 0.681214421252372, test loss: 0.9026106153686504, acc: 0.6804901036757776
epoch: 31, train loss: 0.6787911639323254, acc: 0.737212449255751, val loss: 0.8239763864303675, acc: 0.685325743200506, test loss: 0.8274144357830483, acc: 0.6930568645931511
epoch: 32, train loss: 0.6663579900629304, acc: 0.7384979702300406, val loss: 0.7508497132597507, acc: 0.700506008855155, test loss: 0.7855473183402092, acc: 0.6965127238454288
epoch: 33, train loss: 0.6644199124208484, acc: 0.743234100135318, val loss: 0.7857184788609215, acc: 0.7077798861480076, test loss: 0.7875182815141885, acc: 0.7034244423499842
epoch: 34, train loss: 0.6436373532221669, acc: 0.752232746955345, val loss: 0.8007528486318184, acc: 0.6951296647691335, test loss: 0.8332149891818876, acc: 0.6918001885014138
epoch: 35, train loss: 0.6350118649022021, acc: 0.7504736129905277, val loss: 0.8613909669196884, acc: 0.6903858317520557, test loss: 0.8733307421675577, acc: 0.6782909205152372
epoch: 36, train loss: 0.6222919536540247, acc: 0.7527063599458728, val loss: 0.8437782511690008, acc: 0.687539531941809, test loss: 0.9101618541474242, acc: 0.6754633993088281
epoch: 37, train loss: 0.6289509405463893, acc: 0.7475642760487144, val loss: 0.8584362923684262, acc: 0.6761543327008223, test loss: 0.8769737901906342, acc: 0.6811184417216463
epoch: 38, train loss: 0.620640787091081, acc: 0.7552774018944519, val loss: 0.8703068273871251, acc: 0.6562302340290955, test loss: 0.9179566062324421, acc: 0.6569274269557022
epoch: 39, train loss: 0.624513446542665, acc: 0.7500676589986468, val loss: 0.786126179607664, acc: 0.7043010752688172, test loss: 0.8385165905450599, acc: 0.6943135406848885
epoch: 40, train loss: 0.6015660715038624, acc: 0.7589309878213802, val loss: 0.7820734694213675, acc: 0.7033523086654017, test loss: 0.8366955339328096, acc: 0.6820609487904492
epoch: 41, train loss: 0.610402983306064, acc: 0.7608930987821381, val loss: 0.8690980175942428, acc: 0.6717267552182163, test loss: 0.8765161984977279, acc: 0.6581841030474396
epoch: 42, train loss: 0.6069554204547195, acc: 0.7596752368064953, val loss: 0.7867336844734418, acc: 0.7030360531309298, test loss: 0.8272924714593292, acc: 0.6946277097078228
epoch: 43, train loss: 0.5945466966364478, acc: 0.7606224627875507, val loss: 0.7336216241328646, acc: 0.7103099304237824, test loss: 0.7637302913719702, acc: 0.7071944706251964
epoch: 44, train loss: 0.5689554465155802, acc: 0.771786197564276, val loss: 0.7500855419018991, acc: 0.7194813409234662, test loss: 0.7697871293131751, acc: 0.7191328934967012
epoch: 45, train loss: 0.581448023938681, acc: 0.7648173207036536, val loss: 0.7381424420547968, acc: 0.7080961416824795, test loss: 0.8024041189025342, acc: 0.6933710336160854
epoch: 46, train loss: 0.5666916188109712, acc: 0.7698917456021651, val loss: 0.7495924352770135, acc: 0.7141049968374447, test loss: 0.753357306764143, acc: 0.7197612315425699
epoch: 47, train loss: 0.555610889752921, acc: 0.7807171853856563, val loss: 0.7801909615614986, acc: 0.7099936748893105, test loss: 0.8059725283527763, acc: 0.7018535972353126
epoch: 48, train loss: 0.5587848931268684, acc: 0.7767253044654939, val loss: 0.8565761545351379, acc: 0.6707779886148008, test loss: 0.9109083729047952, acc: 0.6566132579327678
epoch: 49, train loss: 0.5545783684605352, acc: 0.7801082543978349, val loss: 0.733860724187968, acc: 0.7239089184060721, test loss: 0.7613335674452475, acc: 0.7147345271756205
epoch: 50, train loss: 0.5349431962218433, acc: 0.7861975642760487, val loss: 0.7575170087482566, acc: 0.7141049968374447, test loss: 0.7740287012249428, acc: 0.7053094564875904
epoch: 51, train loss: 0.5434915061813246, acc: 0.7780108254397835, val loss: 0.8289804586800196, acc: 0.6903858317520557, test loss: 0.8296629521144924, acc: 0.6990260760289035
epoch: 52, train loss: 0.5232858197937477, acc: 0.7880243572395128, val loss: 0.8534252067520074, acc: 0.6758380771663504, test loss: 0.8765592433505188, acc: 0.6742067232170907
epoch: 53, train loss: 0.5306719642208135, acc: 0.7874830852503383, val loss: 0.7341034228405117, acc: 0.7289690069576218, test loss: 0.7558106194866778, acc: 0.7288721332076658
epoch: 54, train loss: 0.5293483284555366, acc: 0.786874154262517, val loss: 0.775107897813376, acc: 0.7270714737507906, test loss: 0.8076343227024539, acc: 0.704052780395853
epoch: 55, train loss: 0.518059626661231, acc: 0.7903924221921516, val loss: 0.8032975322004363, acc: 0.7074636306135358, test loss: 0.8039977700314056, acc: 0.7178762174049639
epoch: 56, train loss: 0.5195768544251284, acc: 0.7899188092016238, val loss: 0.8752188239197125, acc: 0.6913345983554712, test loss: 0.9721539138886227, acc: 0.6622683003455859
epoch: 57, train loss: 0.5067364316509283, acc: 0.793640054127199, val loss: 0.7802513184085969, acc: 0.7096774193548387, test loss: 0.8050550071465831, acc: 0.708765315739868
epoch: 58, train loss: 0.49683285687869877, acc: 0.7964140730717185, val loss: 0.7076171809250158, acc: 0.7318153067678684, test loss: 0.7330848883054484, acc: 0.7335846685516808
epoch: 59, train loss: 0.5055555776185048, acc: 0.7930987821380243, val loss: 0.7424332254073199, acc: 0.7378241619228336, test loss: 0.7782977367398726, acc: 0.7376688658498272
epoch: 60, train loss: 0.49375089122252147, acc: 0.7981732070365358, val loss: 0.712318976267767, acc: 0.7346616065781151, test loss: 0.7730334498692787, acc: 0.7178762174049639
epoch: 61, train loss: 0.4745408497901989, acc: 0.809404600811908, val loss: 0.7711464380026618, acc: 0.7131562302340291, test loss: 0.7798464677261175, acc: 0.7194470625196355
epoch: 62, train loss: 0.47379711938162455, acc: 0.8058186738836265, val loss: 0.7260654796006784, acc: 0.7314990512333965, test loss: 0.7505734556319764, acc: 0.728243795161797
epoch: 63, train loss: 0.4863775271685423, acc: 0.802638700947226, val loss: 0.7207558420472021, acc: 0.7318153067678684, test loss: 0.7698404439919556, acc: 0.7276154571159283
epoch: 64, train loss: 0.47755891896068486, acc: 0.8039918809201624, val loss: 0.7477048781007095, acc: 0.7362428842504743, test loss: 0.7829144375525741, acc: 0.7251021049324536
epoch: 65, train loss: 0.4596218786155742, acc: 0.8127198917456022, val loss: 0.7288856167042278, acc: 0.7296015180265655, test loss: 0.7513950408872029, acc: 0.7291863022306001
epoch: 66, train loss: 0.4468773416801783, acc: 0.8152232746955345, val loss: 0.7367210498269339, acc: 0.7305502846299811, test loss: 0.7709832319552667, acc: 0.7188187244737669
epoch: 67, train loss: 0.4657894183560218, acc: 0.8102165087956699, val loss: 0.6859389796127329, acc: 0.7400379506641366, test loss: 0.7113910580520318, acc: 0.7320138234370092
epoch: 68, train loss: 0.46853176489250586, acc: 0.8096075778078484, val loss: 0.7537469842779267, acc: 0.7280202403542062, test loss: 0.8241880337771776, acc: 0.7131636820609488
epoch: 69, train loss: 0.4734887207957824, acc: 0.8072395128552098, val loss: 0.7031125684541513, acc: 0.736875395319418, test loss: 0.7238354428249675, acc: 0.7370405278039586
epoch: 70, train loss: 0.4556504234086838, acc: 0.8129905277401894, val loss: 0.7441840391985455, acc: 0.7283364958886781, test loss: 0.756475529804044, acc: 0.7320138234370092
epoch: 71, train loss: 0.4343304397611399, acc: 0.819959404600812, val loss: 0.7420453922722929, acc: 0.7318153067678684, test loss: 0.7695402440656254, acc: 0.7260446120012567
epoch: 72, train loss: 0.43561552665391695, acc: 0.8203653585926928, val loss: 0.77675812037816, acc: 0.7213788741302973, test loss: 0.812661555215618, acc: 0.7163053722902922
epoch: 73, train loss: 0.4253637484994406, acc: 0.8231393775372124, val loss: 0.711437793716006, acc: 0.7378241619228336, test loss: 0.7459117811204801, acc: 0.7298146402764687
epoch: 74, train loss: 0.4244755177762415, acc: 0.818809201623816, val loss: 0.702176238674668, acc: 0.7333965844402277, test loss: 0.7330551648192386, acc: 0.7342130065975495
epoch: 75, train loss: 0.4363091029640141, acc: 0.8192828146143437, val loss: 0.7461354215261229, acc: 0.7397216951296648, test loss: 0.7954422253840306, acc: 0.723531259817782
epoch: 76, train loss: 0.45109440619793895, acc: 0.8154939106901218, val loss: 0.8271024647881003, acc: 0.7017710309930424, test loss: 0.832645263531056, acc: 0.6996544140747722
epoch: 77, train loss: 0.4227487400355617, acc: 0.825575101488498, val loss: 0.794336917202809, acc: 0.7201138519924098, test loss: 0.8230239127815575, acc: 0.7131636820609488
epoch: 78, train loss: 0.45171693542490793, acc: 0.8137347767253045, val loss: 0.8154050922333478, acc: 0.7011385199240987, test loss: 0.8604650565598919, acc: 0.6924285265472825
Epoch    78: reducing learning rate of group 0 to 1.5000e-03.
epoch: 79, train loss: 0.3873566244064713, acc: 0.8382949932341002, val loss: 0.6638858108713535, acc: 0.7666034155597723, test loss: 0.7153594272899957, acc: 0.7574615142946906
epoch: 80, train loss: 0.32603960803461657, acc: 0.8619756427604871, val loss: 0.6613220072184689, acc: 0.7675521821631879, test loss: 0.7048612773474604, acc: 0.7536914860194784
epoch: 81, train loss: 0.311671538806252, acc: 0.8671853856562923, val loss: 0.6694920170088496, acc: 0.7767235926628716, test loss: 0.7126429804533186, acc: 0.7693999371661954
epoch: 82, train loss: 0.304004949476464, acc: 0.8724627875507442, val loss: 0.6863546594647498, acc: 0.7640733712839974, test loss: 0.7284375739629412, acc: 0.7502356267672008
epoch: 83, train loss: 0.2896645511035506, acc: 0.8732746955345061, val loss: 0.7161064366612685, acc: 0.7640733712839974, test loss: 0.742448551340969, acc: 0.7596606974552309
epoch: 84, train loss: 0.2965883506812327, acc: 0.8738159675236806, val loss: 0.7443576071701195, acc: 0.7574320050600886, test loss: 0.7698487500668021, acc: 0.7558906691800189
epoch: 85, train loss: 0.3180347606277595, acc: 0.8656292286874154, val loss: 0.7162997873428123, acc: 0.7520556609740671, test loss: 0.7489156338017279, acc: 0.7552623311341502
epoch: 86, train loss: 0.29140787998942785, acc: 0.8778078484438431, val loss: 0.7473109267619047, acc: 0.7501581277672359, test loss: 0.7840457693645874, acc: 0.7489789506754634
epoch: 87, train loss: 0.28435018878021806, acc: 0.8767929634641407, val loss: 0.817520042524392, acc: 0.7530044275774826, test loss: 0.8681097635112766, acc: 0.7404963870562362
epoch: 88, train loss: 0.2841379637082633, acc: 0.8772665764546684, val loss: 0.744190941574753, acc: 0.767235926628716, test loss: 0.7710735782901333, acc: 0.7618598806157713
epoch: 89, train loss: 0.2890665154334495, acc: 0.8758457374830853, val loss: 0.8186231896818476, acc: 0.7387729285262492, test loss: 0.8790259910685965, acc: 0.7320138234370092
epoch: 90, train loss: 0.2799292584072108, acc: 0.8811231393775372, val loss: 0.7778852742959396, acc: 0.7583807716635041, test loss: 0.8361081261324725, acc: 0.746779767514923
epoch: 91, train loss: 0.27781684725710437, acc: 0.8768606224627875, val loss: 0.7561213630878948, acc: 0.7536369386464263, test loss: 0.7807633545726042, acc: 0.7480364436066603
epoch: 92, train loss: 0.27489325030730766, acc: 0.8776725304465494, val loss: 0.8144382427645062, acc: 0.7356103731815307, test loss: 0.826743177449295, acc: 0.7360980207351555
epoch: 93, train loss: 0.2535638889456634, acc: 0.8877537212449256, val loss: 0.8320256175307215, acc: 0.7447817836812144, test loss: 0.8752388934687627, acc: 0.7354696826892868
epoch: 94, train loss: 0.2548122574899129, acc: 0.8904600811907983, val loss: 0.7904272652516857, acc: 0.7640733712839974, test loss: 0.8368165426347153, acc: 0.7609173735469683
epoch: 95, train loss: 0.2690363551347601, acc: 0.8807171853856562, val loss: 0.8270300859744454, acc: 0.7223276407337128, test loss: 0.9035455303449808, acc: 0.7185045554508326
epoch: 96, train loss: 0.27114212472642063, acc: 0.8811231393775372, val loss: 0.7961688845463752, acc: 0.7552182163187856, test loss: 0.8003812472924399, acc: 0.7511781338360037
epoch: 97, train loss: 0.2514877515732839, acc: 0.8916102841677943, val loss: 0.7901187802627824, acc: 0.7571157495256167, test loss: 0.8142249675580551, acc: 0.7511781338360037
epoch: 98, train loss: 0.24580714580412646, acc: 0.8920162381596752, val loss: 0.8255969330451671, acc: 0.7523719165085389, test loss: 0.8586401419560189, acc: 0.7426955702167767
epoch: 99, train loss: 0.25432526845086734, acc: 0.8870094722598105, val loss: 0.7713831546259862, acc: 0.7561669829222012, test loss: 0.793346003020967, acc: 0.7571473452717562
epoch 100, gamma increased to 2.
epoch: 100, train loss: 0.19750645799872354, acc: 0.8849797023004059, val loss: 0.640422401512672, acc: 0.7700822264389627, test loss: 0.655536984558417, acc: 0.7615457115928369
epoch: 101, train loss: 0.1687995673153494, acc: 0.901150202976996, val loss: 0.6713658464927601, acc: 0.7602783048703352, test loss: 0.699550896854922, acc: 0.7470939365378574
epoch: 102, train loss: 0.177286616036308, acc: 0.8958051420838972, val loss: 0.6841812668383537, acc: 0.763124604680582, test loss: 0.7322064913034514, acc: 0.7464655984919887
epoch: 103, train loss: 0.16638769184381616, acc: 0.899255751014885, val loss: 0.7002003378388552, acc: 0.7596457938013915, test loss: 0.7402489451990538, acc: 0.7527489789506755
epoch: 104, train loss: 0.1580348242159948, acc: 0.9063599458728011, val loss: 0.6997955729130474, acc: 0.7602783048703352, test loss: 0.7442607129852314, acc: 0.7511781338360037
epoch: 105, train loss: 0.17107130453212335, acc: 0.8979025710419486, val loss: 0.6618110769387667, acc: 0.7621758380771664, test loss: 0.7420199026373846, acc: 0.7426955702167767
epoch: 106, train loss: 0.1767160298859799, acc: 0.8968876860622462, val loss: 0.6838015973907268, acc: 0.7514231499051234, test loss: 0.7365967249143734, acc: 0.7511781338360037
epoch: 107, train loss: 0.1649461707299391, acc: 0.8985115020297699, val loss: 0.7151402540405968, acc: 0.7586970271979759, test loss: 0.7725075735373201, acc: 0.7540056550424128
epoch: 108, train loss: 0.16869599807488256, acc: 0.8963464140730717, val loss: 0.7476478757773827, acc: 0.7498418722327641, test loss: 0.7790362400114256, acc: 0.7426955702167767
epoch: 109, train loss: 0.16471912605594718, acc: 0.8968876860622462, val loss: 0.6858265112654308, acc: 0.75426944971537, test loss: 0.7210266307731339, acc: 0.7461514294690543
epoch: 110, train loss: 0.16599841924820283, acc: 0.8976995940460081, val loss: 0.6407623691395972, acc: 0.7729285262492094, test loss: 0.6909352969044678, acc: 0.7596606974552309
epoch: 111, train loss: 0.16357221118652127, acc: 0.898105548037889, val loss: 0.6973096586193637, acc: 0.7586970271979759, test loss: 0.7316834861438978, acc: 0.7530631479736098
epoch: 112, train loss: 0.17336365632581777, acc: 0.8916779431664411, val loss: 0.7409482216397695, acc: 0.7517394054395952, test loss: 0.7919612923321617, acc: 0.7370405278039586
epoch: 113, train loss: 0.17806947200643516, acc: 0.8916102841677943, val loss: 0.6720625108589785, acc: 0.763124604680582, test loss: 0.6930375874435756, acc: 0.7555765001570846
epoch: 114, train loss: 0.17000982195582537, acc: 0.8952638700947226, val loss: 0.7001372351818338, acc: 0.7416192283364959, test loss: 0.7395448627765546, acc: 0.7348413446434181
epoch: 115, train loss: 0.17670715051187713, acc: 0.8876860622462788, val loss: 0.6868516221821572, acc: 0.7602783048703352, test loss: 0.7441546161183014, acc: 0.7552623311341502
epoch: 116, train loss: 0.15937043394948858, acc: 0.9009472259810555, val loss: 0.6757929794853206, acc: 0.7729285262492094, test loss: 0.7332997514585111, acc: 0.7571473452717562
epoch: 117, train loss: 0.1487213775172769, acc: 0.906765899864682, val loss: 0.6660359292600367, acc: 0.7751423149905123, test loss: 0.7333423200733737, acc: 0.7562048382029531
epoch: 118, train loss: 0.16018356051149807, acc: 0.8983085250338295, val loss: 0.6889913760733559, acc: 0.7558507273877293, test loss: 0.7489535291352962, acc: 0.7530631479736098
epoch: 119, train loss: 0.16251969026131946, acc: 0.9002029769959404, val loss: 0.6849809828474128, acc: 0.7523719165085389, test loss: 0.7747363012765063, acc: 0.74583726044612
epoch: 120, train loss: 0.151267234914519, acc: 0.9052774018944519, val loss: 0.7000936853365383, acc: 0.7669196710942442, test loss: 0.7682046650566846, acc: 0.7546339930882815
