seed:  666
save trained model at:  ../trained_models/trained_classifier_model_21.pt
save loss at:  ./results/train_classifier_results_21.json
how to merge clusters:  [[0, 9, 12, 25], [1, 5, 11, 22], 2, [3, 8, 13, 27], 4, 6, [7, 19, 21], [10, 16, 28], 15, 17, 18, [20, 23], 24, 26, 29]
features to use:  ['x', 'y', 'z', 'r', 'theta', 'phi', 'sasa', 'charge', 'hydrophobicity', 'binding_probability', 'sequence_entropy']
number of epochs:  200
batch size:  256
number of workers to load data:  36
device:  cuda
number of classes after merging:  15
number of pockets in training set:  17282
number of pockets in validation set:  3698
number of pockets in test set:  3720
first 5 pockets in train set of cluster 0 before merging (to verify reproducibility):
['4gi7C01', '6djqD00', '8icoC00', '1ofhB00', '2zceA00']
first 5 pockets in val set of cluster 0 before merging (to verify reproducibility):
['1w46A00', '4j97A00', '4iqlB01', '2wtkB00', '6o7zA00']
first 5 pockets in test set of cluster 0 before merging (to verify reproducibility):
['1tlzA00', '5t5iH01', '5t48A00', '4q5hA00', '5gjcA00']
model architecture:
MoNet(
  (embedding_net): JKEmbeddingNet(
    (conv0): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=11, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn0): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv1): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=96, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn1): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv2): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=96, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn2): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (set2set): Set2Set(96, 192)
  )
  (fc1): Linear(in_features=192, out_features=96, bias=True)
  (fc2): Linear(in_features=96, out_features=15, bias=True)
)
optimizer:
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.003
    weight_decay: 0.001
)
learning rate scheduler: 
<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x2b10b5a71be0>
initial gamma of FocalLoss:  0
increase gamma of FocalLoss at epochs:  [25, 100, 170]
loss function:
FocalLoss(gamma=0, alpha=tensor([1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.],
       device='cuda:0'), reduction=mean)
begin training...
epoch: 1, train loss: 2.0661281315958373, acc: 0.36511977780349497, val loss: 1.8387103881495523, acc: 0.41481882098431583, test loss: 1.855460407913372, acc: 0.42016129032258065
epoch: 22, train loss: 1.1757808317534972, acc: 0.6362110866797824, val loss: 1.2898526212342563, acc: 0.5881557598702001, test loss: 1.3100847562154134, acc: 0.578494623655914
epoch: 23, train loss: 1.1590039950528501, acc: 0.6406665895151025, val loss: 1.2048391370015121, acc: 0.6216873985938345, test loss: 1.2230371357292258, acc: 0.6134408602150537
epoch: 24, train loss: 1.1411991791238996, acc: 0.6452956833699803, val loss: 1.3473074139615147, acc: 0.5749053542455381, test loss: 1.3562666159804149, acc: 0.5709677419354838
epoch 25, gamma increased to 1.
epoch: 25, train loss: 0.9298351180041613, acc: 0.6424024997106816, val loss: 0.9653613016758821, acc: 0.6254732287723094, test loss: 0.9936682808783747, acc: 0.6080645161290322
epoch: 26, train loss: 0.8912971767199949, acc: 0.6538595070015044, val loss: 0.9804205300035574, acc: 0.6181719848566792, test loss: 1.0035022771486672, acc: 0.6112903225806452
epoch: 27, train loss: 0.8900285942137014, acc: 0.652702233537785, val loss: 0.9723082946531834, acc: 0.6097890751757706, test loss: 0.9836002560072048, acc: 0.6120967741935484
epoch: 28, train loss: 0.9032151656713133, acc: 0.6484203217220229, val loss: 1.0674566657817834, acc: 0.5968090859924283, test loss: 1.0988239483166766, acc: 0.5887096774193549
epoch: 29, train loss: 0.8822856812189608, acc: 0.6584307371831963, val loss: 0.974032279928031, acc: 0.6233098972417523, test loss: 0.9999287128448486, acc: 0.6150537634408603
epoch: 30, train loss: 0.8614677481526593, acc: 0.6631755583844462, val loss: 1.001674004152957, acc: 0.6081665765278529, test loss: 1.0317729006531418, acc: 0.6005376344086022
epoch: 31, train loss: 0.8607062080187622, acc: 0.6664159240828608, val loss: 1.0515830760520493, acc: 0.6097890751757706, test loss: 1.0812374991755331, acc: 0.5887096774193549
epoch: 32, train loss: 0.8614862346632615, acc: 0.6625390579794005, val loss: 0.977128806276667, acc: 0.623580313683072, test loss: 0.9938891123699886, acc: 0.6150537634408603
epoch: 33, train loss: 0.8457886911544958, acc: 0.6705821085522509, val loss: 0.9345301925459057, acc: 0.6435911303407247, test loss: 0.959374798497846, acc: 0.6268817204301075
epoch: 34, train loss: 0.846980638573559, acc: 0.6655479689850712, val loss: 0.9602179634306739, acc: 0.6260140616549487, test loss: 1.00878539957026, acc: 0.6067204301075269
epoch: 35, train loss: 0.8427364267473515, acc: 0.668036106932068, val loss: 1.0082585682670382, acc: 0.6149269875608437, test loss: 1.0354370486351752, acc: 0.5981182795698925
epoch: 36, train loss: 0.8354851221916866, acc: 0.6754426570998727, val loss: 0.9162400047349698, acc: 0.6430502974580855, test loss: 0.9256078797001992, acc: 0.635483870967742
epoch: 37, train loss: 0.8263575708875777, acc: 0.6764842032172202, val loss: 0.9654411067828544, acc: 0.620605732828556, test loss: 0.9773872683125158, acc: 0.6166666666666667
epoch: 38, train loss: 0.8070506415575719, acc: 0.6816919338039579, val loss: 0.9488865555525471, acc: 0.6392644672796106, test loss: 0.9501689962161485, acc: 0.6336021505376344
epoch: 39, train loss: 0.8154801365029907, acc: 0.6808818423793542, val loss: 0.875074414061881, acc: 0.6546782044348296, test loss: 0.8922966239272907, acc: 0.6395161290322581
epoch: 40, train loss: 0.8122670248818196, acc: 0.6819812521698877, val loss: 0.988269633509263, acc: 0.6262844780962683, test loss: 0.9966372489929199, acc: 0.6169354838709677
epoch: 41, train loss: 0.8161521760309036, acc: 0.6760212938317325, val loss: 0.9580859990942601, acc: 0.6316928069226609, test loss: 0.9759382083851804, acc: 0.625
epoch: 42, train loss: 0.7910841588841008, acc: 0.6844693901168846, val loss: 0.897587005997942, acc: 0.6408869659275284, test loss: 0.9089776064759941, acc: 0.6422043010752688
epoch: 43, train loss: 0.7997247994932474, acc: 0.6862053003124639, val loss: 0.9074597688801809, acc: 0.6454840454299622, test loss: 0.938153947296963, acc: 0.6370967741935484
epoch: 44, train loss: 0.8083227253832098, acc: 0.6829649346140493, val loss: 0.9792026563100779, acc: 0.6173607355327204, test loss: 0.984181030847693, acc: 0.6126344086021506
epoch: 45, train loss: 0.8194939439501727, acc: 0.6775836130077537, val loss: 0.9524497387536865, acc: 0.6295294753921038, test loss: 0.941507278462892, acc: 0.6365591397849463
epoch: 46, train loss: 0.7889581556094492, acc: 0.6883462562203448, val loss: 0.9332647987673126, acc: 0.6306111411573824, test loss: 0.9470825795204408, acc: 0.6295698924731182
epoch: 47, train loss: 0.7737628441899342, acc: 0.6940747598657563, val loss: 0.9591507597057287, acc: 0.633044889129259, test loss: 0.9714228071192259, acc: 0.6282258064516129
epoch: 48, train loss: 0.7773828596970009, acc: 0.6928017590556649, val loss: 1.112303746204366, acc: 0.5724716062736614, test loss: 1.1278131044039161, acc: 0.5701612903225807
epoch: 49, train loss: 0.7717841241097867, acc: 0.6922231223238051, val loss: 0.8838449393561751, acc: 0.6563007030827475, test loss: 0.9021709426756828, acc: 0.6494623655913978
epoch: 50, train loss: 0.784087942638768, acc: 0.6878254831616711, val loss: 0.8966281771208545, acc: 0.6606273661438615, test loss: 0.9173239677183089, acc: 0.6534946236559139
epoch: 51, train loss: 0.7678721928166068, acc: 0.6928596227288508, val loss: 0.9043638427686923, acc: 0.6603569497025419, test loss: 0.9058230225757886, acc: 0.6543010752688172
epoch: 52, train loss: 0.7648275318058563, acc: 0.6987038537206341, val loss: 0.8708805547913324, acc: 0.6533261222282315, test loss: 0.8998016613785939, acc: 0.6478494623655914
epoch: 53, train loss: 0.7893716525443795, acc: 0.6871889827566254, val loss: 0.9020029326398157, acc: 0.6530557057869119, test loss: 0.9177559344999252, acc: 0.6505376344086021
epoch: 54, train loss: 0.762059282530873, acc: 0.6960421247540793, val loss: 0.9163902378391743, acc: 0.6446727961060033, test loss: 0.9426236706395303, acc: 0.6271505376344086
epoch: 55, train loss: 0.7470881653706684, acc: 0.7025807198240944, val loss: 0.9222938748808923, acc: 0.6373715521903732, test loss: 0.9337673607692923, acc: 0.6408602150537634
epoch: 56, train loss: 0.7420262125076181, acc: 0.7025807198240944, val loss: 0.8961471095479715, acc: 0.6606273661438615, test loss: 0.9077119155596661, acc: 0.6513440860215054
epoch: 57, train loss: 0.7289796530986574, acc: 0.7108552250896887, val loss: 0.924761064249867, acc: 0.6430502974580855, test loss: 0.9307575605248892, acc: 0.6373655913978494
epoch: 58, train loss: 0.7419761677277252, acc: 0.7050109940979054, val loss: 0.9211340008586597, acc: 0.6476473769605192, test loss: 0.9399739255187332, acc: 0.6317204301075269
epoch: 59, train loss: 0.7232878849594947, acc: 0.7104501793773869, val loss: 0.8658342036509785, acc: 0.6627906976744186, test loss: 0.898108434677124, acc: 0.646236559139785
epoch: 60, train loss: 0.7129624106516759, acc: 0.7157157736373105, val loss: 0.8566881050091295, acc: 0.667658193618172, test loss: 0.8686631694916755, acc: 0.6653225806451613
epoch: 61, train loss: 0.7167072741332229, acc: 0.7118967712070362, val loss: 0.8584820496965061, acc: 0.6581936181719849, test loss: 0.8724866959356492, acc: 0.6599462365591398
epoch: 62, train loss: 0.7158093828871327, acc: 0.7126489989584539, val loss: 0.837374689902661, acc: 0.6725256895619254, test loss: 0.8423411733360701, acc: 0.6696236559139785
epoch: 63, train loss: 0.7049416831047112, acc: 0.7180303205647495, val loss: 0.903415732025262, acc: 0.6517036235803136, test loss: 0.9057144631621659, acc: 0.6553763440860215
epoch: 64, train loss: 0.7030127194382749, acc: 0.7167573197546581, val loss: 0.9008192794267521, acc: 0.6519740400216333, test loss: 0.9069378201679517, acc: 0.65
epoch: 65, train loss: 0.7099822672852872, acc: 0.7157736373104965, val loss: 0.8589312647277436, acc: 0.6660356949702542, test loss: 0.8660026252910655, acc: 0.6586021505376344
epoch: 66, train loss: 0.702413850906146, acc: 0.7193033213748409, val loss: 0.8494812952240717, acc: 0.6717144402379664, test loss: 0.883678283486315, acc: 0.6629032258064517
epoch: 67, train loss: 0.6840304528628078, acc: 0.7269991899085754, val loss: 0.8234957726727697, acc: 0.6733369388858843, test loss: 0.860576940864645, acc: 0.6706989247311828
epoch: 68, train loss: 0.7323934473024034, acc: 0.708077768776762, val loss: 0.9347420147523937, acc: 0.6419686316928069, test loss: 0.9587028764909313, acc: 0.6298387096774194
epoch: 69, train loss: 0.7150265164168921, acc: 0.7127068626316398, val loss: 0.830589668759789, acc: 0.680908599242834, test loss: 0.8537774111634941, acc: 0.6704301075268817
epoch: 70, train loss: 0.702810261808547, acc: 0.7198819581067006, val loss: 1.014438246442796, acc: 0.6219578150351541, test loss: 1.036152098768501, acc: 0.6115591397849462
epoch: 71, train loss: 0.7347536198299056, acc: 0.7081934961231339, val loss: 0.9016847485397363, acc: 0.6546782044348296, test loss: 0.9501781443113921, acc: 0.6486559139784946
epoch: 72, train loss: 0.7086305037484016, acc: 0.7145006365004051, val loss: 0.8175869643075715, acc: 0.6855056787452677, test loss: 0.83464401460463, acc: 0.671236559139785
epoch: 73, train loss: 0.7016615027865938, acc: 0.7180881842379354, val loss: 0.8577446708039634, acc: 0.6698215251487291, test loss: 0.8700024568906395, acc: 0.6663978494623656
epoch: 74, train loss: 0.688961035509157, acc: 0.7242217335956487, val loss: 0.8849503230635961, acc: 0.6600865332612222, test loss: 0.9061905635300503, acc: 0.65
epoch: 75, train loss: 0.6729015022319661, acc: 0.7308181923388497, val loss: 0.8603955948913723, acc: 0.6649540292049757, test loss: 0.8628772063921857, acc: 0.6758064516129032
epoch: 76, train loss: 0.676175659866662, acc: 0.728098599699109, val loss: 0.8351822125067125, acc: 0.6744186046511628, test loss: 0.8615700896068286, acc: 0.6620967741935484
epoch: 77, train loss: 0.6745624012547556, acc: 0.7260733711375998, val loss: 0.8412781171762601, acc: 0.672796106003245, test loss: 0.8690979752489315, acc: 0.6596774193548387
epoch: 78, train loss: 0.6819325779519303, acc: 0.7290244184700845, val loss: 0.8504469483655617, acc: 0.6611681990265008, test loss: 0.8908788358011553, acc: 0.6481182795698924
epoch: 79, train loss: 0.6555866675649497, acc: 0.7346371947691239, val loss: 0.8626446281657985, acc: 0.678745267712277, test loss: 0.897315240162675, acc: 0.6580645161290323
epoch: 80, train loss: 0.6604567758188026, acc: 0.7384561971993983, val loss: 0.8461399475518532, acc: 0.6822606814494321, test loss: 0.8478148803916029, acc: 0.6690860215053763
epoch: 81, train loss: 0.6591615054690442, acc: 0.738919106584886, val loss: 0.9285799507968422, acc: 0.6371011357490536, test loss: 0.9325114014328167, acc: 0.6352150537634409
epoch: 82, train loss: 0.6669886128078276, acc: 0.7329012845735448, val loss: 0.9907724587836093, acc: 0.6260140616549487, test loss: 0.9992842458909558, acc: 0.6266129032258064
epoch: 83, train loss: 0.6559887395359247, acc: 0.7396134706631177, val loss: 0.8542368038078461, acc: 0.6703623580313683, test loss: 0.9058286133632865, acc: 0.6594086021505376
Epoch    83: reducing learning rate of group 0 to 1.5000e-03.
epoch: 84, train loss: 0.5763517466839673, acc: 0.7676194884851291, val loss: 0.7622043984590059, acc: 0.7049756625202812, test loss: 0.7706538456742481, acc: 0.6932795698924731
epoch: 85, train loss: 0.5445929289540129, acc: 0.7769934035412568, val loss: 0.7897980891413918, acc: 0.7055164954029205, test loss: 0.8178778725285684, acc: 0.6997311827956989
epoch: 86, train loss: 0.5313978597889094, acc: 0.7824904524939243, val loss: 0.7858032254414535, acc: 0.7090319091400757, test loss: 0.806899614744289, acc: 0.7032258064516129
epoch: 87, train loss: 0.5289346264711258, acc: 0.7819696794352505, val loss: 0.7648178607854023, acc: 0.7106544077879935, test loss: 0.7850319549601565, acc: 0.7137096774193549
epoch: 88, train loss: 0.5186466758566561, acc: 0.7874667283879181, val loss: 0.8320944892064245, acc: 0.6909140075716603, test loss: 0.8287179347007505, acc: 0.6846774193548387
epoch: 89, train loss: 0.5185744585903717, acc: 0.7915750491841222, val loss: 0.8065903577500256, acc: 0.7074094104921579, test loss: 0.8224480536676222, acc: 0.7002688172043011
epoch: 90, train loss: 0.5092195977754662, acc: 0.7931952320333294, val loss: 0.756331557128931, acc: 0.7114656571119524, test loss: 0.7783325133785125, acc: 0.6991935483870968
epoch: 91, train loss: 0.4955412463007281, acc: 0.7990394630251129, val loss: 0.8130968186970077, acc: 0.6976744186046512, test loss: 0.8357796592097129, acc: 0.693010752688172
epoch: 92, train loss: 0.5108132666079703, acc: 0.7904756393935887, val loss: 0.8044600583463827, acc: 0.6884802595997837, test loss: 0.8490613163158458, acc: 0.6865591397849462
epoch: 93, train loss: 0.5196662869335891, acc: 0.7886240018516375, val loss: 0.807330877991094, acc: 0.7011898323418064, test loss: 0.8109556336556711, acc: 0.6967741935483871
epoch: 94, train loss: 0.4994053505882733, acc: 0.7967827797708599, val loss: 0.793498428916209, acc: 0.7098431584640346, test loss: 0.8128439949404809, acc: 0.7010752688172043
epoch: 95, train loss: 0.4988323600876319, acc: 0.7963198703853721, val loss: 0.8454595026033772, acc: 0.7003785830178475, test loss: 0.861475993228215, acc: 0.6884408602150538
epoch: 96, train loss: 0.4896404983689423, acc: 0.7964934614049299, val loss: 0.7985881891297031, acc: 0.6984856679286101, test loss: 0.8211324061116865, acc: 0.6908602150537635
epoch: 97, train loss: 0.4880651872876259, acc: 0.7995023724106006, val loss: 0.8478236950172354, acc: 0.6922660897782585, test loss: 0.8434484774066556, acc: 0.685752688172043
epoch: 98, train loss: 0.48281363308767716, acc: 0.7995602360837866, val loss: 0.792264032905459, acc: 0.7101135749053542, test loss: 0.7989972247872301, acc: 0.7120967741935483
epoch: 99, train loss: 0.49294818222984893, acc: 0.7992709177178567, val loss: 0.8142991033742852, acc: 0.7106544077879935, test loss: 0.81228867243695, acc: 0.706989247311828
epoch 100, gamma increased to 2.
epoch: 100, train loss: 0.3767130717492024, acc: 0.8024534197430853, val loss: 0.7153673738063897, acc: 0.7055164954029205, test loss: 0.7230993424692461, acc: 0.696236559139785
epoch: 101, train loss: 0.3882092031674064, acc: 0.7973614165027196, val loss: 0.668687058887719, acc: 0.7144402379664684, test loss: 0.666732680925759, acc: 0.7026881720430107
epoch: 102, train loss: 0.3532458978620286, acc: 0.8127531535701886, val loss: 0.693626193499939, acc: 0.7106544077879935, test loss: 0.6865331854871525, acc: 0.6951612903225807
epoch: 103, train loss: 0.3733492540707537, acc: 0.8039000115727346, val loss: 0.6738275550648353, acc: 0.7125473228772309, test loss: 0.7081691388160952, acc: 0.7088709677419355
epoch: 104, train loss: 0.37632910218342025, acc: 0.800833236893878, val loss: 0.6653999521514414, acc: 0.7020010816657652, test loss: 0.6790049301680698, acc: 0.703494623655914
epoch: 105, train loss: 0.354716403946365, acc: 0.8085291054276126, val loss: 0.6836002738234673, acc: 0.709572742022715, test loss: 0.7159406610714492, acc: 0.6973118279569892
epoch: 106, train loss: 0.35207491446777484, acc: 0.8099756972572619, val loss: 0.6928961144195112, acc: 0.6998377501352082, test loss: 0.7103652164500247, acc: 0.6938172043010753
epoch: 107, train loss: 0.35775049720741975, acc: 0.8079504686957528, val loss: 0.7332262591841158, acc: 0.6946998377501352, test loss: 0.779783389388874, acc: 0.696505376344086
epoch: 108, train loss: 0.35738197804021554, acc: 0.8078926050225669, val loss: 0.7055578533541905, acc: 0.6971335857220119, test loss: 0.740682953147478, acc: 0.6919354838709677
epoch: 109, train loss: 0.34285360647839896, acc: 0.8158199282490453, val loss: 0.6900456106424203, acc: 0.7214710654407788, test loss: 0.7044065634409586, acc: 0.7094086021505376
epoch: 110, train loss: 0.3669796268251011, acc: 0.8042471936118505, val loss: 0.6988318459029582, acc: 0.7076798269334775, test loss: 0.7030336708150884, acc: 0.7010752688172043
epoch: 111, train loss: 0.3716067531196873, acc: 0.8036106932068048, val loss: 0.725782922437347, acc: 0.7036235803136831, test loss: 0.7199633618836762, acc: 0.6997311827956989
epoch: 112, train loss: 0.3534056907926027, acc: 0.8065617405392894, val loss: 0.6976527636472827, acc: 0.7103839913466738, test loss: 0.70977934868105, acc: 0.7026881720430107
epoch: 113, train loss: 0.33387466727783666, acc: 0.8128110172433746, val loss: 0.7036727453451533, acc: 0.7063277447268794, test loss: 0.7112214621677193, acc: 0.6991935483870968
epoch: 114, train loss: 0.35616399146881167, acc: 0.803205647494503, val loss: 0.6737334755319334, acc: 0.7090319091400757, test loss: 0.6841129420905985, acc: 0.7104838709677419
epoch: 115, train loss: 0.34837841640991024, acc: 0.8106700613354936, val loss: 0.6941612260673032, acc: 0.7036235803136831, test loss: 0.6904922167460124, acc: 0.703763440860215
epoch: 116, train loss: 0.3523350753189306, acc: 0.8094549241985881, val loss: 0.6748464325429814, acc: 0.7155219037317468, test loss: 0.6849411215833439, acc: 0.7024193548387097
epoch: 117, train loss: 0.358123412260288, acc: 0.8059831038074297, val loss: 0.710285173357339, acc: 0.6974040021633315, test loss: 0.7137624407327303, acc: 0.6967741935483871
epoch: 118, train loss: 0.3498911110115415, acc: 0.8082976507348687, val loss: 0.7082734644380758, acc: 0.7060573282855598, test loss: 0.7283497877018426, acc: 0.6989247311827957
epoch: 119, train loss: 0.33126394323570946, acc: 0.8126374262238167, val loss: 0.7133947371662855, acc: 0.6946998377501352, test loss: 0.7357544309349471, acc: 0.6879032258064516
epoch: 120, train loss: 0.33599795129147136, acc: 0.8137368360143502, val loss: 0.7164337145050775, acc: 0.7076798269334775, test loss: 0.7269071702034243, acc: 0.7086021505376344
